run,alpha,eps,beta,epochs,batch_size,hidden,dropout,seed,device,min_test_loss
25,sweep_dog_cnn_mnist_a=3.16e-07_e=3.16e-09_i=25,3.16e-07,3.16e-09,10,12,55,2.32994456,0.1135
26,sweep_dog_cnn_mnist_a=3.16e-07_e=1.00e-08_i=26,3.16e-07,1e-08,10,12,55,65140.79870469,0.1032
27,sweep_dog_cnn_mnist_a=3.16e-07_e=3.16e-08_i=27,3.16e-07,3.16e-08,10,12,55,6455741.465075,0.1135
28,sweep_dog_cnn_mnist_a=3.16e-07_e=1.00e-07_i=28,3.16e-07,1e-07,10,12,55,2.30635052,0.1135
29,sweep_dog_cnn_mnist_a=1.00e-06_e=1.00e-10_i=29,1e-06,1e-10,10,12,55,7127024.19965,0.1032
30,sweep_dog_cnn_mnist_a=1.00e-06_e=3.16e-10_i=30,1e-06,3.16e-10,10,12,55,7127024.19965,0.1032
31,sweep_dog_cnn_mnist_a=1.00e-06_e=1.00e-09_i=31,1e-06,1e-09,10,12,55,2.31790959,0.1135
32,sweep_dog_cnn_mnist_a=1.00e-06_e=3.16e-09_i=32,1e-06,3.16e-09,10,12,55,2.31622634,0.1135
33,sweep_dog_cnn_mnist_a=1.00e-06_e=1.00e-08_i=33,1e-06,1e-08,10,12,55,3973849.5148,0.1135
34,sweep_dog_cnn_mnist_a=1.00e-06_e=3.16e-08_i=34,1e-06,3.16e-08,10,12,55,2.3037862,0.1135
35,sweep_dog_cnn_mnist_a=1.00e-06_e=1.00e-07_i=35,1e-06,1e-07,10,12,55,1466.9007725,0.1009
36,sweep_dog_cnn_mnist_a=3.16e-06_e=1.00e-10_i=36,3.16e-06,1e-10,10,12,55,2.3239218,0.1032
37,sweep_dog_cnn_mnist_a=3.16e-06_e=3.16e-10_i=37,3.16e-06,3.16e-10,10,12,55,2.3239218,0.1032
38,sweep_dog_cnn_mnist_a=3.16e-06_e=1.00e-09_i=38,3.16e-06,1e-09,10,12,55,2.30305725,0.1135
39,sweep_dog_cnn_mnist_a=3.16e-06_e=3.16e-09_i=39,3.16e-06,3.16e-09,10,12,55,2.30448285,0.1135
40,sweep_dog_cnn_mnist_a=3.16e-06_e=1.00e-08_i=40,3.16e-06,1e-08,10,12,55,2.307107,0.1135
41,sweep_dog_cnn_mnist_a=3.16e-06_e=3.16e-08_i=41,3.16e-06,3.16e-08,10,12,55,2.31520414,0.1032
42,sweep_dog_cnn_mnist_a=3.16e-06_e=1.00e-07_i=42,3.16e-06,1e-07,10,12,55,21.57198713,0.1135
43,sweep_dog_cnn_mnist_a=1.00e-05_e=1.00e-10_i=43,1e-05,1e-10,10,12,55,2.3032029,0.1135
44,sweep_dog_cnn_mnist_a=1.00e-05_e=3.16e-10_i=44,1e-05,3.16e-10,10,12,55,2.3032029,0.1135
45,sweep_dog_cnn_mnist_a=1.00e-05_e=1.00e-09_i=45,1e-05,1e-09,10,12,55,2.30833136,0.1135
46,sweep_dog_cnn_mnist_a=1.00e-05_e=3.16e-09_i=46,1e-05,3.16e-09,10,12,55,7453140.4296,0.1135
47,sweep_dog_cnn_mnist_a=1.00e-05_e=1.00e-08_i=47,1e-05,1e-08,10,12,55,2.30202607,0.1135
48,sweep_dog_cnn_mnist_a=1.00e-05_e=3.16e-08_i=48,1e-05,3.16e-08,10,12,55,250157.089625,0.1135
49,sweep_dog_cnn_mnist_a=1.00e-05_e=1.00e-07_i=49,1e-05,1e-07,10,12,55,10013741.5326,0.1399
